Mod:Item:MetaData, Localized Name
geolosys:cluster:11, Yellorium Cluster
geolosys:cluster:12, Osmium Cluster
geolosys:field_manual, item.geolosys.field_manual.name
geolosys:coal:0, Peat
geolosys:coal:1, Lignite Coal
geolosys:coal:2, Bituminous Coal
geolosys:coal:3, Anthracite Coal
geolosys:pro_pick, item.geolosys.pro_pick.name
geolosys:coal_coke:0, Lignite Coal Coke
geolosys:coal_coke:1, Bituminous Coal Coke
techreborn:thermal_generator, Thermal Generator
techreborn:quantum_tank, Quantum Tank
techreborn:creative_quantum_tank, Creative Quantum Tank
techreborn:quantum_chest, Quantum Chest
techreborn:creative_quantum_chest, Creative Quantum Chest
techreborn:digital_chest, Digital Chest
techreborn:industrial_centrifuge, Industrial Centrifuge
techreborn:rolling_machine, Rolling Machine
techreborn:industrial_blast_furnace, Industrial Blast Furnace
techreborn:alloy_smelter, Alloy Smelter
techreborn:industrial_grinder, Industrial Grinder
techreborn:implosion_compressor, Implosion Compressor
techreborn:matter_fabricator, Matter Fabricator
techreborn:chunk_loader, Industrial Chunkloader
techreborn:charge_o_mat, Charge-O-Mat
techreborn:player_detector:0, Player Detector (All)
techreborn:player_detector:1, Player Detector (Others)
techreborn:player_detector:2, Player Detector (You)
techreborn:cable:0, Copper Cable
techreborn:cable:1, Tin Cable
techreborn:cable:2, Gold Cable
techreborn:cable:3, HV Cable
techreborn:cable:4, Glass Fiber Cable
techreborn:cable:5, Insulated Copper Cable
techreborn:cable:6, Insulated Gold Cable
techreborn:cable:7, Insulated HV Cable
techreborn:cable:8, Superconductor Cable
techreborn:machine_casing:0, Standard Machine Casing
techreborn:machine_casing:1, Reinforced Machine Casing
techreborn:machine_casing:2, Advanced Machine Casing
techreborn:ore:0, Galena Ore
techreborn:ore:1, Iridium Ore
techreborn:ore:2, Ruby Ore
techreborn:ore:3, Sapphire Ore
techreborn:ore:4, Bauxite Ore
techreborn:ore:5, Pyrite Ore
techreborn:ore:6, Cinnabar Ore
techreborn:ore:7, Sphalerite Ore
techreborn:ore:8, Tungsten Ore
techreborn:ore:9, Sheldonite Ore
techreborn:ore:10, Peridot Ore
techreborn:ore:11, Sodalite Ore
techreborn:ore:12, Lead Ore
techreborn:ore:13, Silver Ore
techreborn:ore2:0, Copper Ore
techreborn:ore2:1, Tin Ore
techreborn:storage:0, Block of Silver
techreborn:storage:1, Block of Aluminium
techreborn:storage:2, Block of Titanium
techreborn:storage:3, Block of Chrome
techreborn:storage:4, Block of Steel
techreborn:storage:5, Block of Brass
techreborn:storage:6, Block of Lead
techreborn:storage:7, Block of Electrum
techreborn:storage:8, Block of Zinc
techreborn:storage:9, Block of Platinum
techreborn:storage:10, Block of Tungsten
techreborn:storage:11, Block of Nickel
techreborn:storage:12, Block of Invar
techreborn:storage:13, Block of Iridium
techreborn:storage:14, Block of Bronze
techreborn:storage2:0, Block of Tungstensteel
techreborn:storage2:1, Iridium Reinforced Tungstensteel Block
techreborn:storage2:2, Iridium Reinforced Stone
techreborn:storage2:3, Block of Ruby
techreborn:storage2:4, Block of Sapphire
techreborn:storage2:5, Block of Peridot
techreborn:storage2:6, Block of Yellow Garnet
techreborn:storage2:7, Block of Red Garnet
techreborn:storage2:8, Block of Copper
techreborn:storage2:9, Block of Tin
techreborn:storage2:10, Block of Refined Iron
techreborn:dragon_egg_syphon, Dragon Egg Energy Siphon
techreborn:magic_energy_converter, Magic Energy Converter
techreborn:assembling_machine, Assembling Machine
techreborn:diesel_generator, Diesel Generator
techreborn:industrial_electrolyzer, Industrial Electrolyzer
techreborn:magic_energy_absorber, Magic Energy Absorber
techreborn:semi_fluid_generator, Semi Fluid Generator
techreborn:gas_turbine, Gas Turbine
techreborn:iron_alloy_furnace, Iron Alloy Furnace
techreborn:chemical_reactor, Chemical Reactor
techreborn:interdimensional_su, Interdimensional SU
techreborn:adjustable_su, Adjustable SU
techreborn:lapotronic_su, LESU Controller
techreborn:lsu_storage, LESU Storage
techreborn:distillation_tower, Distillation Tower
techreborn:vacuum_freezer, Vacuum Freezer
techreborn:fusion_control_computer, Fusion Control Computer
techreborn:fusion_coil, Fusion Coil
techreborn:lightning_rod, Lightning Rod
techreborn:industrial_sawmill, Sawmill
techreborn:machine_frame:0, Basic Machine Frame
techreborn:machine_frame:1, Advanced Machine Frame
techreborn:machine_frame:2, Highly Advanced Machine Frame
techreborn:grinder, Grinder
techreborn:solid_fuel_generator, Generator
techreborn:extractor, Extractor
techreborn:compressor, Compressor
techreborn:plate_bending_machine, Plate Bending Machine
techreborn:electric_furnace, Electric Furnace
techreborn:solar_panel:0, Solar Panel
techreborn:solar_panel:1, LV Solar Array
techreborn:solar_panel:2, MV Solar Array
techreborn:solar_panel:3, HV Solar Array
techreborn:solar_panel:4, EV Solar Array
techreborn:creative_solar_panel, Creative Solar Array
techreborn:solid_canning_machine, Solid Canning Machine
techreborn:water_mill, Water Mill
techreborn:wind_mill, Wind Mill
techreborn:wire_mill, Wire Mill
techreborn:rubber_log, Rubber Wood
techreborn:rubber_planks, Rubber Wood Planks
techreborn:rubber_plank_double_slab:0, Rubber Plank Slab
techreborn:rubber_plank_stair, Rubber Plank Stair
techreborn:rubber_leaves, Rubber Leaves
techreborn:rubber_sapling, Rubber Sapling
techreborn:refined_iron_fence, Iron Fence
techreborn:reinforced_glass, Reinforced Glass
techreborn:recycler, Recycler
techreborn:low_voltage_su, Battery Box
techreborn:medium_voltage_su, MFE
techreborn:high_voltage_su, MFSU
techreborn:lv_transformer, LV Transformer
techreborn:mv_transformer, MV Transformer
techreborn:hv_transformer, HV Transformer
techreborn:ev_transformer, EV Transformer
techreborn:auto_crafting_table, Auto Crafting Table
techreborn:pump, Pump
techreborn:iron_furnace, Iron Furnace
techreborn:nuke, Nuke
techreborn:scrapboxinator, Scrapbox-inator
techreborn:computer_cube, Tech Reborn Computer Cube
techreborn:plasma_generator, Plasma Generator
techreborn:lamp_incandescent, Incandescent Lamp
techreborn:lamp_led, LED Lamp
techreborn:alarm, Alarm
techreborn:fluid_replicator, Fluid Replicator
techreborn:techreborn_techreborn.berylium, Beryllium
techreborn:techreborn_techreborn.calcium, Calcium
techreborn:techreborn_techreborn.calciumcarbonate, Calciumcarbonate
techreborn:techreborn_techreborn.chlorite, Chlorite
techreborn:techreborn_techreborn.deuterium, Deuterium
techreborn:techreborn_techreborn.glyceryl, Glyceryl
techreborn:techreborn_techreborn.helium, Helium
techreborn:techreborn_techreborn.helium3, Helium3
techreborn:techreborn_techreborn.heliumplasma, Heliumplasma
techreborn:techreborn_techreborn.hydrogen, Hydrogen
techreborn:techreborn_techreborn.lithium, Lithium
techreborn:techreborn_techreborn.mercury, Mercury
techreborn:techreborn_techreborn.methane, Methane
techreborn:techreborn_techreborn.nitrocoalfuel, Nitrocoalfuel
techreborn:techreborn_techreborn.nitrofuel, Nitrofuel
techreborn:techreborn_techreborn.nitrogen, Nitrogen
techreborn:techreborn_techreborn.nitrogendioxide, Nitrogendioxide
techreborn:techreborn_techreborn.potassium, Potassium
techreborn:techreborn_techreborn.silicon, Silicon
techreborn:techreborn_techreborn.sodium, Sodium
techreborn:techreborn_techreborn.sodiumpersulfate, Sodiumpersulfate
techreborn:techreborn_techreborn.tritium, Tritium
techreborn:techreborn_techreborn.wolframium, Wolframium
techreborn:techreborn_techreborn.carbon, Carbon
techreborn:techreborn_techreborn.carbonfiber, Carbon Fiber
techreborn:techreborn_techreborn.nitrocarbon, Nitrocarbon
techreborn:techreborn_techreborn.sulfur, Sulfur
techreborn:techreborn_techreborn.sodiumsulfide, Sodium Sulfide
techreborn:techreborn_techreborn.diesel, Diesel
techreborn:techreborn_techreborn.nitrodiesel, Nitrodiesel
techreborn:techreborn_techreborn.oil, Oil
techreborn:techreborn_techreborn.sulfuricacid, Sulfuric Acid
techreborn:techreborn_techreborn.compressedair, Compressed Air
techreborn:techreborn_techreborn.electrolyzedwater, Electrolyzed Water
techreborn:techreborn_techreborn.biofuel, Biofuel
aquaculture:fishing_rod, Wooden Fishing Rod
aquaculture:iron_fishing_rod, Iron Fishing Rod
aquaculture:gold_fishing_rod, Golden Fishing Rod
aquaculture:diamond_fishing_rod, Diamond Fishing Rod
aquaculture:admin_fishing_rod, Admin Fishing Rod
aquaculture:loot:0, Driftwood
aquaculture:loot:1, Neptunium Ingot
aquaculture:loot:2, Tin Can
aquaculture:loot:3, Message In A Bottle
aquaculture:loot:4, Box
aquaculture:loot:5, Lockbox
aquaculture:loot:6, Treasure Chest
aquaculture:loot:7, Neptune's Bounty
aquaculture:food:0, Seaweed
aquaculture:food:1, Algae
aquaculture:food:2, Raw Whale Steak
aquaculture:food:3, Raw Fish Fillet
aquaculture:food:4, Cooked Fish Fillet
aquaculture:food:5, Cooked Whale Steak
aquaculture:food:6, Cooked Whale Burger
aquaculture:food:7, Frog Legs
aquaculture:food:8, Cooked Frog Legs
aquaculture:food:9, Turtle Soup
aquaculture:food:10, Sushi
aquaculture:neptunium_pickaxe, Neptunium Pickaxe
aquaculture:neptunium_shovel, Neptunium Shovel
aquaculture:neptunium_axe, Neptunium Axe
aquaculture:neptunium_hoe, Neptunium Hoe
aquaculture:neptunium_sword, Neptunium Sword
aquaculture:neptunium_helmet, Neptunium Helmet
aquaculture:neptunium_chestplate, Neptunium Chestplate
aquaculture:neptunium_leggings, Neptunium Leggings
aquaculture:neptunium_boots, Neptunium Boots
aquaculture:fish:0, Bluegill
aquaculture:fish:1, Perch
aquaculture:fish:2, Gar
aquaculture:fish:3, Bass
aquaculture:fish:4, Muskellunge
aquaculture:fish:5, Brown Trout
aquaculture:fish:6, Catfish
aquaculture:fish:7, Carp
aquaculture:fish:8, Blowfish
aquaculture:fish:9, Red Grouper
aquaculture:fish:10, Salmon
aquaculture:fish:11, Tuna
aquaculture:fish:12, Sword Fish
aquaculture:fish:13, Shark
aquaculture:fish:14, Whale
aquaculture:fish:15, Squid
aquaculture:fish:16, Jellyfish
aquaculture:fish:17, Frog
aquaculture:fish:18, Turtle
aquaculture:fish:19, Leech
aquaculture:fish:20, Pirahna
aquaculture:fish:21, Electric Eel
aquaculture:fish:22, Tambaqui
aquaculture:fish:23, Arapaima
aquaculture:fish:24, Cod
aquaculture:fish:25, Pollock
aquaculture:fish:26, Herring
aquaculture:fish:27, Halibut
aquaculture:fish:28, Pink Salmon
aquaculture:fish:29, Rainbow Trout
aquaculture:fish:30, Blackfish
aquaculture:fish:31, Capitaine
aquaculture:fish:32, Boulti
aquaculture:fish:33, Bagrid
aquaculture:fish:34, Syndontis
aquaculture:fish:35, Red Shrooma
aquaculture:fish:36, Brown Shrooma
aquaculture:fish:37, Goldfish
aquaculture:fish:38, Fish Bones
avaritia:resource:0, Diamond Lattice
avaritia:resource:1, Crystal Matrix Ingot
avaritia:resource:2, Pile of Neutrons
avaritia:resource:3, Neutronium Nugget
avaritia:resource:4, Neutronium Ingot
avaritia:resource:5, Infinity Catalyst
avaritia:resource:6, Infinity Ingot
avaritia:resource:7, Record Fragment
avaritia:singularity:0, Iron Singularity
avaritia:singularity:1, Golden Singularity
avaritia:singularity:2, Lapis Singularity
avaritia:singularity:3, Redstone Singularity
avaritia:singularity:4, Nether Quartz Singularity
avaritia:singularity:5, Copper Singularity
avaritia:singularity:6, Tin Singularity
avaritia:singularity:7, Lead Singularity
avaritia:singularity:8, Silver Singularity
avaritia:singularity:9, Nickel Singularity
avaritia:singularity:10, Diamond Singularity
avaritia:singularity:11, Emerald Singularity
avaritia:singularity:12, Fluxed Singularity
avaritia:singularity:13, Platinum Singularity
avaritia:singularity:14, Iridium Singularity
avaritia:infinity_sword, Sword of the Cosmos
avaritia:infinity_bow, Longbow of the Heavens
avaritia:infinity_pickaxe, World Breaker
avaritia:infinity_shovel, Planet Eater
avaritia:infinity_axe, Nature's Ruin
avaritia:infinity_hoe, Hoe of the Green Earth
avaritia:infinity_helmet, Infinity Helmet
avaritia:infinity_chestplate, Infinity Breastplate
avaritia:infinity_pants, Infinity Leggings
avaritia:infinity_boots, Infinity Boots
avaritia:skullfire_sword, Skullfire Sword
avaritia:endest_pearl, Endest Pearl
avaritia:ultimate_stew, Ultimate Stew
avaritia:cosmic_meatballs, Cosmic Meatballs
avaritia:matter_cluster, Matter Cluster
avaritia:compressed_crafting_table, Compressed Crafting Table
avaritia:double_compressed_crafting_table, Double Compressed Crafting Table
avaritia:extreme_crafting_table, Extreme Crafting Table
avaritia:block_resource:0, Neutronium Block
avaritia:block_resource:1, Infinity Block
avaritia:block_resource:2, Crystal Matrix
avaritia:neutron_collector, Neutron Collector
avaritia:neutronium_compressor, Neutronium Compressor
betternether:block_eyeball, Eyeball Block
betternether:block_eyeball_small, Small Eyeball Block
betternether:eye_seed, Eye Seed
betternether:netherrack_moss, Nether Moss
betternether:nether_grass, Nether Grass
betternether:nether_reed, Nether Reed
betternether:stalagnate_stem, Stalagnate
betternether:stalagnate_seed, Stalagnate Seed
betternether:stalagnate_bark, Stalagnate Bark
betternether:stalagnate_planks, Stalagnate Planks
betternether:stalagnate_planks_stairs, Stalagnate Stairs
betternether:stalagnate_planks_slab_half:0, Stalagnate Slab
betternether:stalagnate_planks_fence, Stalagnate Fence
betternether:stalagnate_planks_gate, Stalagnate Gate
betternether:stalagnate_planks_button, Stalagnate Button
betternether:stalagnate_planks_plate, Stalagnate Pressure Plate
betternether:reeds_block, Reeds Block
betternether:reeds_stairs, Reeds Stairs
betternether:reeds_slab_half:0, Reeds Slab
betternether:reeds_fence, Reeds Fence
betternether:reeds_gate, Reeds Gate
betternether:reeds_button, Reeds Button
betternether:reeds_plate, Reeds Pressure Plate
betternether:lucis_spore, Lucis Spore
betternether:nether_cactus, Nether Cactus
betternether:wart_seed, Wart Seed
betternether:barrel_cactus, Barrel Cactus
betternether:agave, Agave
betternether:black_bush, Black Bush
betternether:ink_bush_seed, Ink Bush Seed
betternether:smoker, Smoker
betternether:egg_plant, Egg Plant
betternether:black_apple_seed, Black Apple Seed
betternether:magma_flower, Magma flower seed
betternether:nether_mycelium, Nether Mycelium
betternether:orange_mushroom, Orange Mushroom
betternether:red_mold, Red Mold
betternether:gray_mold, Gray Mold
betternether:cincinnasite_ore, Cincinnasite Ore
betternether:cincinnasite_block, Cincinnasite Block
betternether:cincinnasite_forged, Forged Cincinnasite Block
betternether:cincinnasite_pillar, Cincinnasite Pillar
betternether:cincinnasite_bricks, Cincinnasite Bricks
betternether:cincinnasite_brick_plate, Cincinnasite Brick Plate
betternether:cincinnasite_stairs, Cincinnasite Stairs
betternether:cincinnasite_slab_half:0, Cincinnasite Slab
betternether:cincinnasite_button, Cincinnasite Button
betternether:cincinnasite_plate, Cincinnasite Plate
betternether:cincinnasite_lantern, Cincinnasite Lantern
betternether:cincinnasite_tile_large, Large Cincinnasite Tile
betternether:cincinnasite_tile_small, Small Cincinnasite Tile
betternether:cincinnasite_carved, Cincinnasite Carved
betternether:nether_brick_tile_large, Large Nether Brick Tile
betternether:nether_brick_tile_small, Small Nether Brick Tile
betternether:cincinnasite_wall, Cincinnasite Wall
betternether:bone_block, Bone Block
betternether:bone_stairs, Bone Stairs
betternether:bone_slab_half:0, Bone Slab
betternether:bone_button, Bone Button
betternether:bone_plate, Bone Pressure Plate
betternether:cincinnasite_fire_bowl, Cincinnasite Fire Bowl
betternether:bone_wall, Bone Wall
betternether:nether_brick_wall, Nether Brick Wall
betternether:nether_brick_tile_slab_half:0, Small Nether Brick Tile Slab
betternether:nether_brick_tile_stairs, Small Nether Brick Tile Stairs
betternether:bone_mushroom, Bone Mushroom Spores
betternether:reeds_ladder, Reeds Ladder
betternether:cincinnasite_bricks_pillar, Cincinnasite Brick Pillar
betternether:bone_tile, Bone Tile
betternether:cincinnasite_pedestal, Cincinnasite Pedestal
betternether:pig_statue_01, Respawner Statue
betternether:cincinnasite_pot, Cincinnasite Pot
betternether:cincinnasite_frame, Cincinnasite Frame
betternether:quartz_glass, Quartz Glass
betternether:quartz_glass_framed, Framed Quartz Glass
betternether:quartz_stained_glass:0, Quartz Stained Glass White
betternether:quartz_stained_glass:1, Quartz Stained Glass Orange
betternether:quartz_stained_glass:2, Quartz Stained Glass Magenta
betternether:quartz_stained_glass:3, Quartz Stained Glass Light Blue
betternether:quartz_stained_glass:4, Quartz Stained Glass Yellow
betternether:quartz_stained_glass:5, Quartz Stained Glass Lime
betternether:quartz_stained_glass:6, Quartz Stained Glass Pink
betternether:quartz_stained_glass:7, Quartz Stained Glass Gray
betternether:quartz_stained_glass:8, Quartz Stained Glass Silver
betternether:quartz_stained_glass:9, Quartz Stained Glass Cyan
betternether:quartz_stained_glass:10, Quartz Stained Glass Purple
betternether:quartz_stained_glass:11, Quartz Stained Glass Blue
betternether:quartz_stained_glass:12, Quartz Stained Glass Brown
betternether:quartz_stained_glass:13, Quartz Stained Glass Green
betternether:quartz_stained_glass:14, Quartz Stained Glass Red
betternether:quartz_stained_glass:15, Quartz Stained Glass Black
betternether:cincinnasite_bars, Cincinnasite Bars
betternether:quartz_glass_pane, Quartz Glass Pane
betternether:quartz_glass_framed_pane, Framed Quartz Glass Pane
betternether:cincinnasite_forge, Cincinnasite Forge
betternether:netherrack_furnace, Netherrack Furnace
betternether:bone_reed_door, Bone-Reed Door
betternether:bone_cincinnasite_door, Bone-Cincinnasite Door
betternether:quartz_stained_glass_framed:0, Framed Quartz Stained Glass White
betternether:quartz_stained_glass_framed:1, Framed Quartz Stained Glass Orange
betternether:quartz_stained_glass_framed:2, Framed Quartz Stained Glass Magenta
betternether:quartz_stained_glass_framed:3, Framed Quartz Stained Glass Light Blue
betternether:quartz_stained_glass_framed:4, Framed Quartz Stained Glass Yellow
betternether:quartz_stained_glass_framed:5, Framed Quartz Stained Glass Lime
betternether:quartz_stained_glass_framed:6, Framed Quartz Stained Glass Pink
betternether:quartz_stained_glass_framed:7, Framed Quartz Stained Glass Gray
betternether:quartz_stained_glass_framed:8, Framed Quartz Stained Glass Silver
betternether:quartz_stained_glass_framed:9, Framed Quartz Stained Glass Cyan
betternether:quartz_stained_glass_framed:10, Framed Quartz Stained Glass Purple
betternether:quartz_stained_glass_framed:11, Framed Quartz Stained Glass Blue
betternether:quartz_stained_glass_framed:12, Framed Quartz Stained Glass Brown
betternether:quartz_stained_glass_framed:13, Framed Quartz Stained Glass Green
betternether:quartz_stained_glass_framed:14, Framed Quartz Stained Glass Red
betternether:quartz_stained_glass_framed:15, Framed Quartz Stained Glass Black
betternether:chest_of_drawers, tile.chest_of_drawers.name
betternether:black_apple, Black Apple
